state,city,klan_number,nickname,notes,latitude,longitude,year
New York,Sherill,101,Oneida Klan,No Notes,43.070833,-75.599167,1929
New York,Schenectady,102,U. S. Grant Klan,No Notes,42.8142432,-73.9395687,1931
New York,De Ruyter,105,Not Named,No Notes,42.7584005,-75.8843616,1929
New York,Madison County,106,United Klan,No Notes,42.9805975,-75.8069082,1929
New York,Oswego County,109,Not Named,No Notes,43.482533,-76.1783739,1928
New York,Buffalo,113,Allegiance Klan,No Notes,42.8864468,-78.8783689,1931
New York,Maspeth,116,Not Named,Said to be about 9 years old in 1933,40.7294018,-73.9065883,1928
New York,Syracuse,120,Not Named,No Notes,43.0481221,-76.1474244,1930
New York,Oneonta,121,Not Named,No Notes,42.4528571,-75.0637746,1926
New York,Fulton,125,Not Named,Also mentioned as klavern 121,43.3228462,-76.4171585,1931
New York,Greigsville,126,Glenfield Klan,No Notes,42.83056,-77.89722,1931
New York,Hamilton,127,Not Named,No Notes,42.8270136,-75.5446238,1929
New York,Lockport,134,Not Named,No Notes,43.1706128,-78.6903098,1925
New York,Wawarsing,142,Kerhoulsson Klan,No Notes,41.7588883,-74.3573343,1930
New York,Buffalo,145,Austin Klan,No Notes,42.8864468,-78.8783689,1932
New York,Middletown,147,Not Named,No Notes,41.4459271,-74.4229341,1931
New York,Seneca Falls,149,Seneca Klan,Also operated out of Waterloo,42.9106219,-76.7966215,1928
New York,Yonkers,150,Charles Lindbergh Klan,No Notes,40.9312099,-73.8987469,1932
New York,Delanson,152,Fellowship Klan,No Notes,42.7453531,-74.1881834,1930
New York,Glenn Falls,153,Mohican Klan,No Notes,43.3095164,-73.6440058,1934
New York,Buffalo,154,Not Named,No Notes,42.8864468,-78.8783689,1926
New York,Westchester,160,Washington Irving Klan,Also operated out of Ossining and College Point,41.1220194,-73.7948516,1932
New York,Carthage,162,Four Square Klan,No Notes,43.981111,-75.606944,1929
New York,Watertown,163,Thomas Jefferson Klan,No Notes,43.975556,-75.906389,1931
New York,Rochester,172,Criterion Klan,Also operated out of Fairport,43.165556,-77.611389,1929
New York,Falconer,174,Not Named,No Notes,42.1186695,-79.1983799,1928
New York,Salem,176,Not Named,No Notes,43.1722983,-73.3276101,1931
New York,Springfield Gardens,177,Steadfast Klan,Also operated out of Queens,40.6626441,-73.7683784,1929
New York,Ilion,179,Not Named,No Notes,43.016667,-75.05,1929
New York,Newburgh,185,George Washington Klan,Also operated out of Cornwall-on-Hudson,41.5034271,-74.0104178,1928
New York,Forest City,188,Not Named,No Notes,40.7195597,-73.844755,NULL
New York,Haverstraw,191,Not Named,No Notes,41.1975947,-73.9645837,1931
New York,Rochester,192,Rochester Klan,No Notes,43.16103,-77.6109219,1932
New York,Pearl River,193,Not Named,No Notes,41.0589855,-74.0218063,1933
New York,New Rochelle,195,Huguenot Klan,Reorganized in 1934,40.9114882,-73.7823549,1934
New York,Beacon,202,Not Named,No Notes,41.5048158,-73.9695832,1926
New York,Port Chester,203,Victory Klan,No Notes,41.0017643,-73.6656834,1932
New York,Oswego,206,Never Fail Klan,Township also spelled Oswego in some records,43.4553461,-76.5104973,1931
New York,Ogdensburg,207,Not Named,No Notes,44.6942291,-75.4863364,1929
New York,Potsdam,208,Not Named,No Notes,44.6697805,-74.9813084,1929
New York,Messena,212,Power City Klan,"Described as ""newly reorganized"" in 1931",44.9281049,-74.891865,1931
New York,Rossie,214,Brasie Corners Klan,"AKA the Macomb Klan. Described as ""recently reorganized"" in 1931.",44.3786699,-75.6549495,1929
New York,Mannsville,215,Adams Klan,No Notes,43.7128457,-76.0627006,1929
New York,Bloomingdale,224,Saranac Lake Klan,No Notes,44.4078279,-74.0870965,1931
New York,Selkirk,229,Capt. Andrew Hannay Klan,Chartered 21 July 28,42.5319998,-73.7985008,1931
New York,Jay,230,Lake Placid Klan,No Notes,44.3750471,-73.728195,1930
New York,Oswegatchie,231,Not Named,No Notes,44.1828405,-75.070196,1931
New York,Mt. Vernon,234,Not Named,Operated throughout Westchester County,40.9125992,-73.8370786,1933
New York,Johnson City,242,Broome County,kept name and number,42.116667,-75.959444,1931
New York,Ilion,246,Mohawk Valley Klan,No Notes,43.016667,-75.05,1931
New York,Long Island City,247,Long Island City Klan,No Notes,40.751,-73.941,1930
New York,Bayshore,248,Not Named,No Notes,40.8471019,-73.8163834,1931
New York,Oyster Bay,250,Not Named,No Notes,40.8656543,-73.5320685,1934
New York,Cortland,252,Kortland Kounty Klan,No Notes,42.6011813,-76.1804843,1933
New York,Carthage,253,Four Square Klan,No Notes,43.981111,-75.606944,1931
New York,Queens County,254,Lincoln Klan,Newly chartered in 1931,40.7282239,-73.7948516,1931
New York,Ridgewood,254,Not Named,No Notes,40.7108476,-73.8977693,1932
New York,Westchester County,255,Not Named,No Notes,41.1220194,-73.7948516,1934
New York,South Ozone Park,256,Not Named,", chartered 9 Mar 32",40.6764003,-73.8124984,1932
New York,Rochester,392,Monroe Klan,No Notes,43.16103,-77.6109219,1932
New York,Glens Falls,423,Not Named,No Notes,43.3095164,-73.6440058,1928
New York,Delmar,473,Not Named,No Notes,42.618056,-73.836667,1928
New York,Auskerada,71,Not Named,No Notes,43.9660528,-75.6773148,NULL
New York,Rochester,86,Wanakena Klan,No Notes,43.165556,-77.611389,NULL
New York,"Springfield Gardens, Queens",177,Not Named,No Notes,40.6605414,-73.7820838,1915
North Carolina,Raleigh,1,Not Named,No Notes,35.7795897,-78.6381787,1924
North Carolina,Durham,4,Not Named,No Notes,35.9940329,-78.898619,1923
North Carolina,Wilmington,5,Not Named,No Notes,34.2257255,-77.9447102,1923
North Carolina,New Bern,13,Craven County Klan,No Notes,35.108493,-77.0441143,1929
North Carolina,Lexington,25,Not Named,No Notes,35.8240265,-80.2533838,1923
North Carolina,Salisbury,30,Not Named,No Notes,35.6709727,-80.4742261,1924
North Carolina,Charlotte,35,Not Named,No Notes,35.2270869,-80.8431267,1922
North Carolina,Wallace,38,Wallace Klan,No Notes,34.737222,-77.994722,1923
North Carolina,Asheville,40,Not Named,No Notes,35.5950581,-82.5514869,1924
North Carolina,Kenansville,46,Not Named,No Notes,34.9623883,-77.9622069,1922
North Carolina,Henderson,55,Not Named,No Notes,36.3295905,-78.3991638,1927
North Carolina,Spencer,57,Not Named,No Notes,35.6923614,-80.43478,1927
North Carolina,Hickory,58,Old Hickory Klan,No Notes,35.7344538,-81.3444573,1931
North Carolina,Calypso,73,Goshen Klan,No Notes,35.153776,-78.105269,1927
North Carolina,Forest City,93,Not Named,No Notes,35.3340108,-81.8651028,1927
North Carolina,Durham,95,Not Named,No Notes,35.9940329,-78.898619,1925
North Carolina,Dunn,98,Not Named,No Notes,35.3062743,-78.6089028,1925
North Carolina,Wilson,101,Not Named,No Notes,35.7212689,-77.9155395,1927
North Carolina,Atkinson,110,Not Named,No Notes,34.5285008,-78.171107,1931
North Carolina,Rocky Mount,113,Not Named,No Notes,35.9382103,-77.7905339,1931
North Carolina,Sanford,141,Not Named,No Notes,35.4798757,-79.1802994,1927
North Carolina,Hertford,137,Not Named,No Notes,36.1901579,-76.4660519,1926
North Carolina,Buncombe,151,Kounty Klan,No Notes,35.5931377,-82.4752757,1926
North Carolina,High Point,163,Not Named,No Notes,35.9556923,-80.0053176,1930
North Dakota,Grand Forks,1,Not Named,No Notes,47.9252568,-97.0328547,1923
North Dakota,Larimore,2,Not Named,No Notes,47.9066569,-97.6267539,1923
North Dakota,Fargo,5,Kass Kounty Klan,No Notes,46.8771863,-96.7898034,1927
North Dakota,Bismark,48,Not Named,No Notes,46.8083268,-100.7837392,1929
North Dakota,Valley City,49,Not Named,No Notes,46.9233129,-98.0031547,1931
North Dakota,Fargo,57,Kass County Klan,No Notes,46.8771863,-96.7898034,1928
Ohio,Columbus,1,Not Named,No Notes,39.9611755,-82.9987942,1923
Ohio,Cincinnati,1,Walnut Hill Klan,No Notes,39.1031182,-84.5120196,1923
Ohio,Locklan,2,Valley Klan,Also operated out of the Cincinnati area,39.2292249,-84.4577201,1923
Ohio,Columbus,8,Buckeye Klan,No Notes,39.9611755,-82.9987942,1923
Ohio,Cincinnati,9,Not Named,No Notes,39.1031182,-84.5120196,1923
Ohio,Zanesville,11,Not Named,No Notes,39.9403453,-82.0131924,1926
Ohio,Blanchester,13,Clinton County,No Notes,39.2931174,-83.9888205,1924
Ohio,Lawrence County,14,Lawrence Kounty Klan,Reported to have received its charter in 1924,38.6232686,-82.5185837,1924
Ohio,Cambridge,16,Guernsey County,No Notes,40.031183,-81.5884561,1931
Ohio,Wyandotte County,22,Wyandotte County Klan,No Notes,40.883335,-83.31472,1924
Ohio,Dayton,23,Montgomery County Klan,No Notes,39.7589478,-84.1916069,1923
Ohio,Summit County,24,Not Named,No Notes,41.0918991,-81.5596427,1925
Ohio,Akron,27,Summit County Klan,No Notes,41.0814447,-81.5190053,1931
Ohio,Crawford County,28,Not Named,No Notes,40.8268068,-82.9931607,1931
Ohio,Franklin County,29,Not Named,Operated out of Columbus and Franklin County,40.0154745,-82.9931607,1931
Ohio,Salinesville,32,Columbiana County Klan,No Notes,40.6225623,-80.8378609,1923
Ohio,Licking County,33,Not Named,"Operated out of Newark, OH as well",40.1460895,-82.4752757,1931
Ohio,Ashland,36,Not Named,No Notes,40.8686675,-82.3182178,1926
Ohio,Smithfield,38,Jefferson County,No Notes,40.2709027,-80.7814725,1925
Ohio,Tuscarawas County,41,Not Named,"Operated out New Philadelphia, OH as well",40.3978972,-81.4278984,1924
Ohio,Newark,33,Not Named,No Notes,40.0581205,-82.4012642,1929
Ohio,Wayne County,43,Not Named,"Operated out of Wooster, OH",40.7588598,-81.9534815,1931
Ohio,Lake County,48,Not Named,No Notes,41.7112668,-81.2455855,1924
Ohio,Marion,53,Not Named,No Notes,40.5886699,-83.1285242,1924
Ohio,Lima,55,Allen County Klan,No Notes,40.742551,-84.1052256,1927
Ohio,Middleport,57,Meigs County Klan,No Notes,39.0017452,-82.0487525,1927
Ohio,Springfield,59,Clark County Klan,No Notes,39.9242266,-83.8088171,1931
Ohio,Canton,62,William McKinley Klan,No Notes,40.7989473,-81.378447,1926
Ohio,Miami County,63,Not Named,No Notes,40.081473,-84.1857115,1925
Ohio,Geneva Unit,69,Ashtabula Klan,No Notes,40.4172871,-82.907123,1925
Ohio,Trumbull County,70,Not Named,No Notes,41.3064984,-80.7214417,1923
Ohio,Hubbard,70,Montgomery County Klan,No Notes,41.1564463,-80.569239,1924
Ohio,Mercer County,74,Not Named,No Notes,40.5940548,-84.6897495,1924
Ohio,Mansfield,75,Not Named,Operated throughout Richland County,40.75839,-82.5154471,1929
Ohio,Mansfield,76,Richland County,No Notes,40.75839,-82.5154471,1927
Ohio,Fayette County,77,Not Named,No Notes,39.57,-83.42083,1924
Ohio,Martin's Ferry,79,Kaplina Klan,No Notes,40.0959055,-80.724526,1924
Ohio,Ross County,91,Not Named,No Notes,39.3294895,-83.0595423,1924
Ohio,Lorain,92,Lorain County Klan,No Notes,41.452819,-82.1823746,1931
Ohio,Massillon,95,Not Named,No Notes,40.7967244,-81.5215093,1932
Ohio,Toledo,96,Lucas County,Replaced by chapter 206,41.6639383,-83.555212,1928
Ohio,Hancock County,98,Not Named,No Notes,41.0273131,-83.6773928,1931
Ohio,Clinton,100,Klinton Klan,No Notes,40.9267224,-81.6304022,1924
Ohio,Bowling Green,107,Wood County,No Notes,41.3747744,-83.6513229,1925
Ohio,Fremont,109,Sandusky County,No Notes,41.3503303,-83.1218634,1932
Ohio,Crooksville,115,Perry County Klan,No Notes,39.7689572,-82.0920868,1931
Ohio,Orrville,119,Not Named,No Notes,40.8436663,-81.7640212,1924
Ohio,Cincinnati,120,Fairmont Klan,No Notes,39.1031182,-84.5120196,1926
Ohio,Cincinnati,120,Central Klan,No Notes,39.1031182,-84.5120196,1925
Ohio,Linwood,123,Not Named,Operated in Cincinnati. Was also known as the Linwood Klan,39.1208321,-84.4133272,1927
Ohio,Norwood,126,Not Named,No Notes,39.1644798,-84.4542798,1931
Ohio,Hamilton County,127,Sycamore Symmes Klan,Klavern name taken from two townships in the county,39.2355447,-84.564147,1926
Ohio,Sebring,130,Osborne Klan,No Notes,40.9228363,-81.0189816,1925
Ohio,Lake County,134,Garfield Klan,No Notes,41.7112668,-81.2455855,1930
Ohio,Fostoria,135,Not Named,No Notes,41.156998,-83.4168702,1931
Ohio,Champion,136,Trumbull County,No Notes,41.3000564,-80.8498076,1930
Ohio,Minerva,141,Tri-County Klan,Supposedly chartered only a short time before March 1926,40.7297816,-81.1053764,1926
Ohio,Hillsboro,142,Highland Klan,Operated out of Hillsboro,39.205833,-83.613889,1930
Ohio,Cuyahoga County,143,Cuyahoga County Klan,Operated in Cleveland as well,41.433923,-81.67582,1931
Ohio,Conneaut,144,Weygandt Klan,No Notes,41.9475551,-80.5542409,1926
Ohio,Cleveland,148,Cuyahoga Falls Klan,Reorganized in early 1924,41.49932,-81.6943605,1926
Ohio,East Liverpool,156,Not Named,No Notes,40.6186756,-80.5772928,1926
Ohio,Salem,163,Not Named,No Notes,40.9008923,-80.8567501,1926
Ohio,Hamilton,167,Fort Hamilton Klan,No Notes,39.3995008,-84.5613355,1931
Ohio,Middletown,168,Not Named,No Notes,39.5150576,-84.3982763,1932
Ohio,Youngstown,173,Not Named,No Notes,41.0997803,-80.6495194,1931
Ohio,Toledo,174,Commander Perry Klan,No Notes,41.6639383,-83.555212,1926
Ohio,Bellaire,183,Captina Klan,No Notes,40.0161843,-80.7423054,1930
Ohio,Warren,186,Trumbull County Klan,"Also operated in East Liverpool, OH",41.2375569,-80.8184166,1929
Ohio,Nelsonville,187,Not Named,No Notes,39.458681,-82.2318156,1931
Ohio,Barberton,191,Not Named,No Notes,41.012833,-81.6051221,1931
Ohio,Niles,194,Not Named,No Notes,41.1828353,-80.765358,1931
Ohio,Dayton,195,Montgomery County Klan,No Notes,39.7589478,-84.1916069,1931
Ohio,Lewisburg,195,Not Named,No Notes,39.8461629,-84.5396736,1932
Ohio,Garfield Heights,203,Not Named,Operated in Cleveland,41.4169974,-81.6059581,1931
Ohio,West Alexandria,205,Twin Valley Klan,No Notes,39.7444973,-84.5321727,1929
Ohio,Toledo,206,Lucas County,"Gets charter, replacing klavern number 96 located in Lucas County.",41.6639383,-83.555212,1928
Ohio,Cincinnati,211,Northwestern Klan,No Notes,39.1031182,-84.5120196,1931
Ohio,Canton,212,Not Named,No Notes,40.7989473,-81.378447,1931
Ohio,Toledo,214,Ft. Meigs Klan,No Notes,41.6639383,-83.555212,1929
Ohio,Cleveland,216,Northeast Klan,"Chartered three years ago according to sources, circa 1931. Operated in Chagrin Falls.",41.49932,-81.6943605,1930
Ohio,Dayton,218,Air City Klan,"Referred to as the ""baby klan""",39.7589478,-84.1916069,1930
Ohio,Brookfield,220,Wheeler Klan,"Named for Wayne B. Wheeler, of the Anti-Saloon League, and charted on 6 February 1931",41.2406117,-80.5578504,1931
Ohio,Cleveland,221,Thomas Heflin Klan,No Notes,41.49932,-81.6943605,1931
Ohio,London,222,Madison County Klan,"Chartered September 13, 1931",39.8864493,-83.4482529,1931
Ohio,Springfield,223,Tecumseh Klan,No Notes,39.9242266,-83.8088171,1932
Ohio,Cleveland,226,Not Named,No Notes,41.49932,-81.6943605,1935
Ohio,Logan,35,Hocking County Klan,No Notes,39.539167,-82.406111,1925
Ohio,Meigs County,57,Not Named,No Notes,39.08,-82.02,1923
Ohio,Athens,60,Athens County Klan,No Notes,39.329167,-82.096111,1925
Ohio,East Liverpool,71,Columbiana County Klan,No Notes,40.6186756,-80.5772928,1925
Ohio,Alliance,87,Stark County Klan,No Notes,40.913333,-81.108056,1925
Ohio,Portsmouth,145,Peerless City Klan,No Notes,38.743056,-82.965556,1926
Ohio,Scioto County,190,Not Named,No Notes,38.81,-82.99,1926
Oklahoma,Oklahoma City,1,Not Named,No Notes,35.4675602,-97.5164276,1922
Oklahoma,Tulsa,2,Not Named,No Notes,36.1539816,-95.992775,1922
Oklahoma,Muskogee,3,Not Named,No Notes,35.7478769,-95.3696909,1921
Oklahoma,Okmulgee,4,Not Named,No Notes,35.6234367,-95.9605502,1922
Oklahoma,El Reno,4,Not Named,No Notes,35.5322741,-97.9550493,1922
Oklahoma,Enid,5,Not Named,No Notes,36.3955891,-97.8783911,1922
Oklahoma,Drumright,6,Not Named,No Notes,35.9884013,-96.6011294,1922
Oklahoma,Avant,7,Not Named,No Notes,36.4895323,-96.0622187,1922
Oklahoma,Caney,8,Not Named,No Notes,34.2323125,-96.2141563,1922
Oklahoma,Morris,9,Not Named,No Notes,35.6076028,-95.8602699,1922
Oklahoma,Beggs,11,Castile Klan,No Notes,35.7425976,-96.0702731,1921
Oklahoma,Chickasha,12,Not Named,No Notes,35.052565,-97.9364326,1922
Oklahoma,Ponca City,13,Not Named,No Notes,36.706981,-97.0855948,1923
Oklahoma,McAlester,14,Not Named,No Notes,34.9334298,-95.7697131,1922
Oklahoma,El Reno,15,Not Named,No Notes,35.5322741,-97.9550493,1926
Oklahoma,Wilson,18,Not Named,No Notes,34.1620385,-97.4258551,1921
Oklahoma,Guthrie,19,Not Named,No Notes,35.878937,-97.4253185,1921
Oklahoma,Bartlesville,20,Not Named,No Notes,36.7473114,-95.9808179,1922
Oklahoma,Weleetka,22,Running Water Klan,No Notes,35.3356496,-96.1363921,1922
Oklahoma,Healdton,23,Not Named,No Notes,34.2331475,-97.4878023,1922
Oklahoma,Henryetta,24,Not Named,No Notes,35.4398261,-95.9819429,1921
Oklahoma,Ada,27,Not Named,No Notes,34.774531,-96.6783449,1921
Oklahoma,Dewey,29,Not Named,No Notes,36.7959193,-95.9355387,1922
Oklahoma,Garber,30,Not Named,No Notes,36.4369786,-97.5856053,1923
Oklahoma,Claremore,34,Not Named,No Notes,36.3125963,-95.61609,1923
Oklahoma,Skiatook,35,Not Named,No Notes,36.3684245,-96.0013847,1922
Oklahoma,Sulphur,38,Not Named,No Notes,34.5078669,-96.9683498,1923
Oklahoma,Roff,39,George B. Kimbro Jr. Klan,No Notes,34.6275878,-96.8408469,1922
Oklahoma,Hugo,40,Not Named,No Notes,34.01066,-95.5096821,1922
Oklahoma,Antlers,41,Not Named,No Notes,34.231212,-95.6202476,1922
Oklahoma,Durant,42,Not Named,Also referred to as klavern number 41,33.9924186,-96.3971233,1921
Oklahoma,Wagoner,43,Not Named,No Notes,35.9595442,-95.3694116,1922
Oklahoma,Blackwell,44,Not Named,No Notes,36.8044767,-97.2828207,1922
Oklahoma,Temple,48,Not Named,No Notes,34.2720338,-98.235878,1924
Oklahoma,Britton,52,Not Named,No Notes,35.56305,-97.527432,1922
Oklahoma,Nowata,54,Nowata Klan,No Notes,36.700645,-95.6380341,1922
Oklahoma,Chelsea,55,Not Named,No Notes,36.535647,-95.432474,1922
Oklahoma,Devol,56,Not Named,No Notes,34.1959244,-98.5900596,1922
Oklahoma,Seminole,57,Not Named,No Notes,35.2245201,-96.670573,1922
Oklahoma,Pawhuska,60,Not Named,No Notes,36.6678426,-96.3372309,1922
Oklahoma,Pryor,63,Pryor Creek Klan,No Notes,36.3084275,-95.3169136,1922
Oklahoma,Lawton,64,Not Named,No Notes,34.6035669,-98.3959291,1922
Oklahoma,Locust Grove,65,Not Named,No Notes,36.2000936,-95.1677401,1922
Oklahoma,Wapanucka,66,Bromide Klan,No Notes,34.373981,-96.4244425,1922
Oklahoma,Comanche,72,Not Named,No Notes,34.3689747,-97.963924,1922
Oklahoma,Cherokee,73,Not Named,No Notes,36.7544746,-98.3567403,1923
Oklahoma,Elmer,75,Not Named,No Notes,34.4811873,-99.3509205,1922
Oklahoma,Wynona,78,Not Named,No Notes,36.5461806,-96.3272344,1923
Oklahoma,Atoka,80,Not Named,No Notes,34.3859257,-96.1283252,1922
Oklahoma,Elk City,82,Not Named,No Notes,35.4119944,-99.4042592,1924
Oklahoma,Ramona,83,Not Named,No Notes,36.5303696,-95.9235998,1922
Oklahoma,Allen,84,Not Named,No Notes,34.8789766,-96.4125075,1923
Oklahoma,Yale,85,Not Named,No Notes,36.1142305,-96.6991933,1922
Oklahoma,Poteau,88,Not Named,No Notes,35.0537094,-94.6235579,1922
Oklahoma,Hollis,92,Not Named,No Notes,34.6883948,-99.9120456,1922
Oklahoma,Newkirk,94,Not Named,No Notes,36.8822549,-97.0533717,1924
Oklahoma,Cushing,97,Not Named,No Notes,35.9850639,-96.76697,1924
Oklahoma,Salpulpa,100,Not Named,No Notes,35.9987007,-96.1141664,1924
Oklahoma,Haileyville,101,Hale-Hart Klan,No Notes,34.8545426,-95.5822044,1922
Oklahoma,Muldrow,101,Not Named,No Notes,35.4062034,-94.5988306,1922
Oklahoma,Kaw City,106,Kaw City Klan,No Notes,36.7668466,-96.8672668,1923
Oklahoma,Broken Arrow,107,Not Named,No Notes,36.060949,-95.7974526,1922
Oklahoma,Jenks,108,Not Named,No Notes,36.0228734,-95.9683278,1922
Oklahoma,Idabel,115,Not Named,No Notes,33.8956647,-94.8263281,1922
Oklahoma,Spiro,120,Not Named,No Notes,35.2412073,-94.619944,1923
Oklahoma,Watonga,128,Not Named,No Notes,35.8447654,-98.413128,1923
Oklahoma,Kiefer,129,Creek County Klan,No Notes,35.9448155,-96.065275,1931
Oklahoma,Vinita,130,Not Named,"Began ""nearly three years ago,"" according to the INH",36.6386937,-95.1541339,1923
Oklahoma,Perry,131,Not Named,No Notes,36.2894855,-97.2880983,1922
Oklahoma,Boswell,132,Not Named,No Notes,34.0273209,-95.8691422,1922
Oklahoma,Bennington,133,Not Named,No Notes,34.0045412,-96.0377597,1922
Oklahoma,Portland,137,Not Named,No Notes,34.7254556,-95.9128611,1930
Oklahoma,Caddo,138,Not Named,No Notes,34.1267595,-96.2633229,1922
Oklahoma,Tonkawa,140,Not Named,No Notes,36.6783679,-97.3100441,1923
Oklahoma,Wakita,143,Not Named,No Notes,36.8833603,-97.9220032,1926
Oklahoma,Hobart,146,Twin Elk Klan,No Notes,35.0295009,-99.0931317,1922
Oklahoma,Quinton,147,Not Named,No Notes,35.1228754,-95.3710855,1922
Oklahoma,Heavener,149,Not Named,No Notes,34.8955218,-94.6030084,1922
Oklahoma,Grove,156,Grove Klan,No Notes,36.5936863,-94.7691186,1923
Oklahoma,Cleveland,157,Not Named,No Notes,36.3100688,-96.4641886,1923
Oklahoma,Mangum,164,Not Named,No Notes,34.8720044,-99.5042561,1922
Oklahoma,Coweta,165,Not Named,No Notes,35.9517674,-95.650814,1923
Oklahoma,Pawnee,167,Not Named,No Notes,36.3378321,-96.8039232,1923
Oklahoma,Minco,177,Minco Klan,No Notes,35.3128371,-97.9444913,1923
Oklahoma,Hennessey,178,Not Named,No Notes,36.1092046,-97.8986675,1922
Oklahoma,Chattanooga,180,Not Named,No Notes,34.4228593,-98.6564522,1923
Oklahoma,Britton,188,Not Named,No Notes,35.56305,-97.527432,1923
Oklahoma,Oilton,191,Not Named,No Notes,36.0845119,-96.5836317,1922
Oklahoma,Shamrock,193,Not Named,No Notes,35.910069,-96.583905,1922
Oklahoma,Kiowa,197,Not Named,No Notes,34.7206515,-95.8991586,1923
Oklahoma,Carnegie,201,Not Named,"Operated in Bokchito, OK as well",35.1036699,-98.6036735,1923
Oklahoma,Checotah,203,Not Named,No Notes,35.4700993,-95.5230356,1923
Oklahoma,Stillwater,215,Not Named,No Notes,36.1156071,-97.0583681,1922
Oklahoma,Ringling,228,Not Named,No Notes,34.1784265,-97.5925265,1922
Oklahoma,Waukomis,237,Not Named,No Notes,36.2803128,-97.8981133,NULL
Oklahoma,Camargo,243,Not Named,No Notes,36.0172666,-99.2892719,1923
Oklahoma,Billings,248,Not Named,No Notes,36.5289239,-97.4439362,1923
Oklahoma,Anadarko,249,Not Named,No Notes,35.072562,-98.2436625,1924
Oklahoma,Binger,257,Not Named,No Notes,35.3089454,-98.3420014,1923
Oklahoma,Ames,265,Not Named,No Notes,36.2458685,-98.1853448,1926
Oklahoma,Tuskahoma,267,Not Named,No Notes,34.6178786,-95.2766344,1926
Oklahoma,McCurtain,274,Not Named,No Notes,35.1498196,-94.9707891,1923
Oklahoma,Shidler,280,Not Named,No Notes,36.7819849,-96.6611377,1925
Oregon,Portland,1,Luther Powell Klan,No Notes,45.5230622,-122.6764816,1923
Oregon,Astoria,2,Pacific Klan,No Notes,46.1878841,-123.8312534,1922
Oregon,Pendleton,4,Not Named,No Notes,45.672075,-118.7885967,1921
Oregon,Roseburg,5,Umpqua Klan,No Notes,43.216505,-123.3417381,1922
Oregon,Tillamook,8,Not Named,No Notes,45.4562158,-123.8440137,1922
Oregon,Grants Pass,9,Not Named,No Notes,42.438889,-123.328333,1931
Oregon,Ashland,10,Not Named,No Notes,42.191389,-122.700833,1924
Oregon,Kent,13,King County Klan,No Notes,45.1945544,-120.6922096,1931
Oregon,La Grande,14,Not Named,No Notes,45.3245771,-118.0877188,1923
Oregon,Ranier,15,Ranier Klan,No Notes,46.0890015,-122.9359439,1923
Oregon,Mill City,18,Not Named,No Notes,44.7540106,-122.4781385,1924
Oregon,The Dalles,19,Not Named,No Notes,45.5945645,-121.1786823,1923
Oregon,Sherwood,20,Not Named,No Notes,45.3565074,-122.840098,1923
Oregon,Santiam,22,Not Named,No Notes,44.7726951,-122.7060818,1923
Oregon,Newberg,24,Wallace Klan,No Notes,45.3001178,-122.9731565,1923
Oregon,Riddle,26,Not Named,No Notes,42.9509507,-123.3642332,1923
Oregon,Veronia,30,Not Named,No Notes,45.8587228,-123.1928926,1924
Oregon,Wallowa County,35,Wallowa County Klan,No Notes,45.592984,-116.9717994,1924
Oregon,Scio,38,Not Named,No Notes,44.7048445,-122.8492562,1924
Oregon,Powers,44,Green Mountain Klan,No Notes,42.8834435,-124.073152,1930
Oregon,Freewater,54,Not Named,No Notes,45.9762245,-118.4030196,1926
Oregon,Cottage Grove,55,Cottage Grove Klan,No Notes,43.797623,-123.0595246,1931
Oregon,Portland,57,Rose City Klan,No Notes,45.5230622,-122.6764816,1927
Oregon,Eugene,3,Not Named,No Notes,44.051944,-123.086667,1921
Pennsylvania,York County,1,Red Lion Klan,No Notes,39.9512496,-76.7336521,1923
Pennsylvania,Homestead,1,Homestead Klan,No Notes,40.4059025,-79.9119948,1923
Pennsylvania,Wrightsville,1,Not Named,No Notes,40.0256531,-76.5299655,1923
Pennsylvania,Turtle Creek,1,Not Named,No Notes,40.4059022,-79.8250479,1923
Pennsylvania,Pittsburgh,1,Not Named,No Notes,40.4406248,-79.9958864,1923
Pennsylvania,Lancaster,1,Not Named,No Notes,40.0378755,-76.3055144,1923
Pennsylvania,Roscoe,1,Not Named,No Notes,40.0795178,-79.8656017,1923
Pennsylvania,Sharon,1,Not Named,No Notes,41.2331116,-80.4934035,1922
Pennsylvania,Reynoldsville,1,Not Named,No Notes,41.0970071,-78.8886436,1923
Pennsylvania,Sewickley,1,Not Named,No Notes,40.5364846,-80.1844243,1923
Pennsylvania,Millvale,1,Not Named,No Notes,40.480069,-79.9783862,1923
Pennsylvania,Harrisburg,1,Not Named,No Notes,40.2731911,-76.8867008,1923
Pennsylvania,Gettysburg,1,Not Named,No Notes,39.8309293,-77.2310955,1924
Pennsylvania,Burgettstown,1,Not Named,No Notes,40.3820132,-80.3928423,1924
Pennsylvania,South Fork,1,Not Named,No Notes,40.3672962,-78.7914107,1924
Pennsylvania,Nanty-Glo,1,Not Named,No Notes,40.4722936,-78.8333571,1924
Pennsylvania,Commodore,1,Not Named,No Notes,40.7131207,-78.9433646,1924
Pennsylvania,Philadelphia,1,Liberty Klan,No Notes,39.9525839,-75.1652215,1923
Pennsylvania,Rochester,1,Not Named,No Notes,40.7022882,-80.2864509,1922
Pennsylvania,Bristol,1,Not Named,No Notes,40.1006661,-74.8518311,1926
